"","Species","Region","Indicator","category","Year","Value","rank","n_stocks_per_indicator","n_stocks_per_region","norm_rank","total_risk","overall_rank","overall_stocks","stock","label"
"28","American plaice","Gulf of Maine / Georges Bank","asmt_catch","Socioeconomic","1982",15156,"19",40,7,0.475,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"29","American plaice","Gulf of Maine / Georges Bank","recruitment","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.391005797011524,"9",23,7,0.391304347826087,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"30","American plaice","Gulf of Maine / Georges Bank","asmt_abundance","Population",NA,NA,NA,NA,7,0.5,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"31","American plaice","Gulf of Maine / Georges Bank","asmt_biomass","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.228974505831431,"11",36,7,0.305555555555556,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"32","American plaice","Gulf of Maine / Georges Bank","biomass_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.143541421504459,"8",51,7,0.156862745098039,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"33","American plaice","Gulf of Maine / Georges Bank","biomass_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",0.393441892447545,"19",51,7,0.372549019607843,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"34","American plaice","Gulf of Maine / Georges Bank","abundance_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.211911975684944,"11",51,7,0.215686274509804,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"35","American plaice","Gulf of Maine / Georges Bank","abundance_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",0.307698575153885,"12",51,7,0.235294117647059,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"36","American plaice","Gulf of Maine / Georges Bank","avg_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.0310550203126475,"10",51,7,0.196078431372549,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"37","American plaice","Gulf of Maine / Georges Bank","avg_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.0153500238071057,"6",51,7,0.117647058823529,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"38","American plaice","Gulf of Maine / Georges Bank","max_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.119264448336252,"38",51,7,0.745098039215686,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"39","American plaice","Gulf of Maine / Georges Bank","max_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.129472693032015,"40",51,7,0.784313725490196,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"40","American plaice","Gulf of Maine / Georges Bank","NRCC_ranking","Management","NRCC_risk_assessment",2.241666667,"27",43,7,0.613636363636364,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"41","American plaice","Gulf of Maine / Georges Bank","diet","Biological","all time",10,"6",45,7,0.545454545454545,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"42","American plaice","Gulf of Maine / Georges Bank","rec_catch","Socioeconomic",NA,NA,NA,NA,7,0.5,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"43","American plaice","Gulf of Maine / Georges Bank","com_catch_max","Socioeconomic","1982",33360000,"23",54,7,0.638888888888889,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"44","American plaice","Gulf of Maine / Georges Bank","com_catch_5yr","Socioeconomic","mean of 2014 - 2019",2390960.6,"17",53,7,0.485714285714286,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"45","American plaice","Gulf of Maine / Georges Bank","com_catch_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.712580032078813,"14",52,7,0.388888888888889,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"46","American plaice","Gulf of Maine / Georges Bank","revenue_max","Socioeconomic","1982",40243131.2782329,"27",54,7,0.75,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"47","American plaice","Gulf of Maine / Georges Bank","revenue_5yr","Socioeconomic","mean of 2014 - 2019",5344964.87221168,"22",53,7,0.628571428571429,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"48","American plaice","Gulf of Maine / Georges Bank","revenue_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.604773593491989,"15",52,7,0.416666666666667,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"49","American plaice","Gulf of Maine / Georges Bank","climate_vulnerability","Population","Hare et al. 2016",1,"1 (dense rank)",52,7,0.25,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"50","American plaice","Gulf of Maine / Georges Bank","habitat_vulnerability","Habitat",NA,NA,NA,NA,7,0.5,10.9435626864905,7,55,"American plaice - Gulf of Maine / Georges Bank","American plaice, 10.94"
"51","Atlantic cod","Georges Bank","bbmsy","Population","2013",0.0710000023245811,"36.5",41,6,0.890243902439024,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"52","Atlantic cod","Georges Bank","ffmsy","Socioeconomic","2013",2.38899993896484,"34",36,6,0.944444444444444,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"53","Atlantic cod","Georges Bank","asmt_catch","Socioeconomic","1982",62762,"34",40,6,0.85,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"54","Atlantic cod","Georges Bank","recruitment","Population",NA,NA,NA,NA,6,0.5,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"55","Atlantic cod","Georges Bank","asmt_abundance","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.388387488877086,"3",7,6,0.428571428571429,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"56","Atlantic cod","Georges Bank","asmt_biomass","Population",NA,NA,NA,NA,6,0.5,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"57","Atlantic cod","Georges Bank","biomass_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.491320955634295,"20",51,6,0.392156862745098,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"58","Atlantic cod","Georges Bank","biomass_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",0.60414022478309,"30",51,6,0.588235294117647,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"59","Atlantic cod","Georges Bank","abundance_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.316923906155538,"18",51,6,0.352941176470588,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"60","Atlantic cod","Georges Bank","abundance_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",0.470877597701759,"21",51,6,0.411764705882353,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"61","Atlantic cod","Georges Bank","avg_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.103195252886105,"32",51,6,0.627450980392157,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"62","Atlantic cod","Georges Bank","avg_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.115813654044386,"36",51,6,0.705882352941177,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"63","Atlantic cod","Georges Bank","max_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.172778207109737,"48",51,6,0.941176470588235,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"64","Atlantic cod","Georges Bank","max_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.223491427299043,"49",51,6,0.96078431372549,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"65","Atlantic cod","Georges Bank","NRCC_ranking","Management","NRCC_risk_assessment",3.231666667,"44",43,6,1,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"66","Atlantic cod","Georges Bank","diet","Biological","all time",14,"2",45,6,0.181818181818182,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"67","Atlantic cod","Georges Bank","rec_catch","Socioeconomic","mean of 2014 - 2019",1388905.6,"26",38,6,0.8125,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"68","Atlantic cod","Georges Bank","com_catch_max","Socioeconomic","1980",117774600,"30",54,6,0.833333333333333,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"69","Atlantic cod","Georges Bank","com_catch_5yr","Socioeconomic","mean of 2014 - 2019",2566992.8,"18",53,6,0.514285714285714,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"70","Atlantic cod","Georges Bank","com_catch_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.865998352635893,"22",52,6,0.611111111111111,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"71","Atlantic cod","Georges Bank","revenue_max","Socioeconomic","1991",139489698.622812,"34",54,6,0.944444444444444,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"72","Atlantic cod","Georges Bank","revenue_5yr","Socioeconomic","mean of 2014 - 2019",5609473.7218608,"23",53,6,0.657142857142857,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"73","Atlantic cod","Georges Bank","revenue_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.724965358152451,"20",52,6,0.555555555555556,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"74","Atlantic cod","Georges Bank","climate_vulnerability","Population","Hare et al. 2016",2,"2 (dense rank)",52,6,0.5,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"75","Atlantic cod","Georges Bank","habitat_vulnerability","Habitat","ecodata",2,"2 (dense rank)",17,6,0.5,16.2038431300088,51,55,"Atlantic cod - Georges Bank","Atlantic cod, 16.2"
"76","Atlantic cod","Gulf of Maine","bbmsy","Population","2012",0.194000005722046,"33",41,7,0.804878048780488,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"77","Atlantic cod","Gulf of Maine","ffmsy","Socioeconomic","2012",5.69999980926514,"36",36,7,1,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"78","Atlantic cod","Gulf of Maine","asmt_catch","Socioeconomic","1990",21932,"27",40,7,0.675,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"79","Atlantic cod","Gulf of Maine","recruitment","Population",NA,NA,NA,NA,7,0.5,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"80","Atlantic cod","Gulf of Maine","asmt_abundance","Population",NA,NA,NA,NA,7,0.5,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"81","Atlantic cod","Gulf of Maine","asmt_biomass","Population",NA,NA,NA,NA,7,0.5,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"82","Atlantic cod","Gulf of Maine","biomass_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.607322357942032,"31",51,7,0.607843137254902,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"83","Atlantic cod","Gulf of Maine","biomass_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",0.521171027082003,"22",51,7,0.431372549019608,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"84","Atlantic cod","Gulf of Maine","abundance_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.636461736505682,"35",51,7,0.686274509803922,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"85","Atlantic cod","Gulf of Maine","abundance_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",0.455694259240698,"19",51,7,0.372549019607843,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"86","Atlantic cod","Gulf of Maine","avg_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.0371037800498133,"13",51,7,0.254901960784314,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"87","Atlantic cod","Gulf of Maine","avg_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.016503097323105,"7",51,7,0.137254901960784,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"88","Atlantic cod","Gulf of Maine","max_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.168598484848485,"46",51,7,0.901960784313726,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"89","Atlantic cod","Gulf of Maine","max_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.172662198513655,"44",51,7,0.862745098039216,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"90","Atlantic cod","Gulf of Maine","NRCC_ranking","Management","NRCC_risk_assessment",3.031666667,"41",43,7,0.931818181818182,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"91","Atlantic cod","Gulf of Maine","diet","Biological","all time",12,"4",45,7,0.363636363636364,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"92","Atlantic cod","Gulf of Maine","rec_catch","Socioeconomic","mean of 2014 - 2019",1388905.6,"26",38,7,0.8125,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"93","Atlantic cod","Gulf of Maine","com_catch_max","Socioeconomic","1980",117774600,"30",54,7,0.833333333333333,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"94","Atlantic cod","Gulf of Maine","com_catch_5yr","Socioeconomic","mean of 2014 - 2019",2566992.8,"18",53,7,0.514285714285714,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"95","Atlantic cod","Gulf of Maine","com_catch_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.865998352635893,"22",52,7,0.611111111111111,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"96","Atlantic cod","Gulf of Maine","revenue_max","Socioeconomic","1991",139489698.622812,"34",54,7,0.944444444444444,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"97","Atlantic cod","Gulf of Maine","revenue_5yr","Socioeconomic","mean of 2014 - 2019",5609473.7218608,"23",53,7,0.657142857142857,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"98","Atlantic cod","Gulf of Maine","revenue_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.724965358152451,"20",52,7,0.555555555555556,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"99","Atlantic cod","Gulf of Maine","climate_vulnerability","Population","Hare et al. 2016",2,"2 (dense rank)",52,7,0.5,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"100","Atlantic cod","Gulf of Maine","habitat_vulnerability","Habitat","ecodata",2,"2 (dense rank)",17,7,0.5,15.4586075708924,50,55,"Atlantic cod - Gulf of Maine","Atlantic cod, 15.46"
"101","Atlantic halibut","Atlantic","bbmsy","Population","2012",0.034000001847744,"41",41,8,1,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"102","Atlantic halibut","Atlantic","ffmsy","Socioeconomic","2012",0.437999993562698,"18",36,8,0.5,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"103","Atlantic halibut","Atlantic","asmt_catch","Socioeconomic","2018",156.399993896484,"1",40,8,0.025,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"104","Atlantic halibut","Atlantic","recruitment","Population",NA,NA,NA,NA,8,0.5,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"105","Atlantic halibut","Atlantic","asmt_abundance","Population",NA,NA,NA,NA,8,0.5,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"106","Atlantic halibut","Atlantic","asmt_biomass","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.259327256729528,"12",36,8,0.333333333333333,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"107","Atlantic halibut","Atlantic","biomass_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.0801226868998286,"6",51,8,0.117647058823529,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"108","Atlantic halibut","Atlantic","biomass_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",0.650842416167052,"33",51,8,0.647058823529412,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"109","Atlantic halibut","Atlantic","abundance_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.0394805194805194,"2",51,8,0.0392156862745098,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"110","Atlantic halibut","Atlantic","abundance_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",0.0699626865671642,"4",51,8,0.0784313725490196,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"111","Atlantic halibut","Atlantic","avg_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.0773556876061121,"26",51,8,0.509803921568627,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"112","Atlantic halibut","Atlantic","avg_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.113326787505908,"34",51,8,0.666666666666667,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"113","Atlantic halibut","Atlantic","max_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.326923076923077,"51",51,8,1,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"114","Atlantic halibut","Atlantic","max_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.485714285714286,"50",51,8,0.980392156862745,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"115","Atlantic halibut","Atlantic","NRCC_ranking","Management","NRCC_risk_assessment",2.186666667,"25",43,8,0.568181818181818,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"116","Atlantic halibut","Atlantic","diet","Biological","all time",5,"11",45,8,1,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"117","Atlantic halibut","Atlantic","rec_catch","Socioeconomic",NA,NA,NA,NA,8,0.5,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"118","Atlantic halibut","Atlantic","com_catch_max","Socioeconomic","1950",537600,"7",54,8,0.194444444444444,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"119","Atlantic halibut","Atlantic","com_catch_5yr","Socioeconomic","mean of 2014 - 2019",196965,"9",53,8,0.257142857142857,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"120","Atlantic halibut","Atlantic","com_catch_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.253866106018822,"3",52,8,0.0833333333333333,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
"121","Atlantic halibut","Atlantic","revenue_max","Socioeconomic","2016",1895317.23566099,"11",54,8,0.305555555555556,11.7609689330278,14,55,"Atlantic halibut - Atlantic","Atlantic halibut, 11.76"
