"","Species","Region","Indicator","category","Year","Value","rank","n_stocks_per_indicator","n_stocks_per_region","norm_rank","total_risk","overall_rank","overall_stocks","stock","label"
"329","Haddock","Georges Bank","recruitment","Population","magnitude of % change, mean of 2009 - 2019 vs historic",NA,"23",23,6,1,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"330","Haddock","Georges Bank","asmt_abundance","Population",NA,NA,NA,NA,6,0.5,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"331","Haddock","Georges Bank","asmt_biomass","Population","magnitude of % change, mean of 2009 - 2019 vs historic",NA,"36",36,6,1,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"332","Haddock","Georges Bank","biomass_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",1.05226099181565,"47",51,6,0.92156862745098,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"333","Haddock","Georges Bank","biomass_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",2.10020752101066,"50",51,6,0.980392156862745,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"334","Haddock","Georges Bank","abundance_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",5.13463270037785,"51",51,6,1,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"335","Haddock","Georges Bank","abundance_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",8.5286876801421,"51",51,6,1,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"336","Haddock","Georges Bank","avg_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.290227922467975,"48",51,6,0.941176470588235,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"337","Haddock","Georges Bank","avg_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.284213119994389,"50",51,6,0.980392156862745,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"338","Haddock","Georges Bank","max_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.142799243447717,"42",51,6,0.823529411764706,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"339","Haddock","Georges Bank","max_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.185098650051921,"47",51,6,0.92156862745098,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"340","Haddock","Georges Bank","NRCC_ranking","Management","NRCC_risk_assessment",1.881666667,"8",43,6,0.181818181818182,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"341","Haddock","Georges Bank","diet","Biological","all time",15,"1",45,6,0.0909090909090909,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"342","Haddock","Georges Bank","rec_catch","Socioeconomic","mean of 2014 - 2019",2462896,"27",38,6,0.84375,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"343","Haddock","Georges Bank","com_catch_max","Socioeconomic","1952",161497400,"34",54,6,0.944444444444444,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"344","Haddock","Georges Bank","com_catch_5yr","Socioeconomic","mean of 2014 - 2019",13741940.2,"27",53,6,0.771428571428571,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"345","Haddock","Georges Bank","com_catch_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.771589851830595,"17",52,6,0.472222222222222,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"346","Haddock","Georges Bank","revenue_max","Socioeconomic","1950",125728268.577611,"33",54,6,0.916666666666667,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"347","Haddock","Georges Bank","revenue_5yr","Socioeconomic","mean of 2014 - 2019",14481883.7101471,"30",53,6,0.857142857142857,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"348","Haddock","Georges Bank","revenue_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.703823990057394,"19",52,6,0.527777777777778,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"349","Haddock","Georges Bank","climate_vulnerability","Population","Hare et al. 2016",1,"1 (dense rank)",52,6,0.25,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"350","Haddock","Georges Bank","habitat_vulnerability","Habitat",NA,NA,NA,NA,6,0.5,17.3180121956395,54,55,"Haddock - Georges Bank","Haddock, 17.32"
"351","Haddock","Gulf of Maine","bbmsy","Population","2019",10.3540000915527,"1",41,7,0.024390243902439,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"352","Haddock","Gulf of Maine","ffmsy","Socioeconomic","2019",0.222000002861023,"9",36,7,0.25,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"353","Haddock","Gulf of Maine","asmt_catch","Socioeconomic","1983",7656.60009765625,"14",40,7,0.35,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"354","Haddock","Gulf of Maine","recruitment","Population","magnitude of % change, mean of 2009 - 2019 vs historic",8.31970678694355,"22",23,7,0.956521739130435,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"355","Haddock","Gulf of Maine","asmt_abundance","Population",NA,NA,NA,NA,7,0.5,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"356","Haddock","Gulf of Maine","asmt_biomass","Population","magnitude of % change, mean of 2009 - 2019 vs historic",3.09309880451732,"33",36,7,0.916666666666667,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"357","Haddock","Gulf of Maine","biomass_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.954231958588518,"44",51,7,0.862745098039216,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"358","Haddock","Gulf of Maine","biomass_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",3.18090002790185,"51",51,7,1,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"359","Haddock","Gulf of Maine","abundance_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",2.66969209454789,"50",51,7,0.980392156862745,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"360","Haddock","Gulf of Maine","abundance_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",6.10152083744815,"50",51,7,0.980392156862745,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"361","Haddock","Gulf of Maine","avg_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.240719067634072,"46",51,7,0.901960784313726,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"362","Haddock","Gulf of Maine","avg_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.178412115480578,"45",51,7,0.882352941176471,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"363","Haddock","Gulf of Maine","max_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.147875108412836,"43",51,7,0.843137254901961,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"364","Haddock","Gulf of Maine","max_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.091958445555983,"28",51,7,0.549019607843137,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"365","Haddock","Gulf of Maine","NRCC_ranking","Management","NRCC_risk_assessment",1.951666667,"11",43,7,0.25,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"366","Haddock","Gulf of Maine","diet","Biological","all time",11,"5",45,7,0.454545454545455,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"367","Haddock","Gulf of Maine","rec_catch","Socioeconomic","mean of 2014 - 2019",2462896,"27",38,7,0.84375,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"368","Haddock","Gulf of Maine","com_catch_max","Socioeconomic","1952",161497400,"34",54,7,0.944444444444444,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"369","Haddock","Gulf of Maine","com_catch_5yr","Socioeconomic","mean of 2014 - 2019",13741940.2,"27",53,7,0.771428571428571,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"370","Haddock","Gulf of Maine","com_catch_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.771589851830595,"17",52,7,0.472222222222222,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"371","Haddock","Gulf of Maine","revenue_max","Socioeconomic","1950",125728268.577611,"33",54,7,0.916666666666667,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"372","Haddock","Gulf of Maine","revenue_5yr","Socioeconomic","mean of 2014 - 2019",14481883.7101471,"30",53,7,0.857142857142857,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"373","Haddock","Gulf of Maine","revenue_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.703823990057394,"19",52,7,0.527777777777778,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"374","Haddock","Gulf of Maine","climate_vulnerability","Population","Hare et al. 2016",1,"1 (dense rank)",52,7,0.25,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"375","Haddock","Gulf of Maine","habitat_vulnerability","Habitat",NA,NA,NA,NA,7,0.5,16.7855566439275,53,55,"Haddock - Gulf of Maine","Haddock, 16.79"
"376","Little skate","Georges Bank / Southern New England","bbmsy","Population","2019",0.865000009536743,"19",41,5,0.463414634146341,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"377","Little skate","Georges Bank / Southern New England","ffmsy","Socioeconomic",NA,NA,NA,NA,5,0.5,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"378","Little skate","Georges Bank / Southern New England","asmt_catch","Socioeconomic","1993",17889,"22",40,5,0.55,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"379","Little skate","Georges Bank / Southern New England","recruitment","Population",NA,NA,NA,NA,5,0.5,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"380","Little skate","Georges Bank / Southern New England","asmt_abundance","Population",NA,NA,NA,NA,5,0.5,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"381","Little skate","Georges Bank / Southern New England","asmt_biomass","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.31934002937669,"14",36,5,0.388888888888889,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"382","Little skate","Georges Bank / Southern New England","biomass_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.551346369700823,"27",51,5,0.529411764705882,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"383","Little skate","Georges Bank / Southern New England","biomass_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",0.0656373268048784,"1",51,5,0.0196078431372549,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"384","Little skate","Georges Bank / Southern New England","abundance_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.532499538922693,"33",51,5,0.647058823529412,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"385","Little skate","Georges Bank / Southern New England","abundance_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",0.151196779828359,"7",51,5,0.137254901960784,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"386","Little skate","Georges Bank / Southern New England","avg_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.0557500559787767,"18",51,5,0.352941176470588,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"387","Little skate","Georges Bank / Southern New England","avg_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.00992064086298805,"2",51,5,0.0392156862745098,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"388","Little skate","Georges Bank / Southern New England","max_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.00313432835820901,"3",51,5,0.0588235294117647,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"389","Little skate","Georges Bank / Southern New England","max_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.000165494414563496,"1",51,5,0.0196078431372549,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"390","Little skate","Georges Bank / Southern New England","NRCC_ranking","Management","NRCC_risk_assessment",2.66,"36.5",43,5,0.829545454545455,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"391","Little skate","Georges Bank / Southern New England","diet","Biological","all time",14,"2",45,5,0.181818181818182,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"392","Little skate","Georges Bank / Southern New England","rec_catch","Socioeconomic","mean of 2014 - 2019",16748.2,"12",38,5,0.375,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"393","Little skate","Georges Bank / Southern New England","com_catch_max","Socioeconomic","2016",11721413,"15",54,5,0.416666666666667,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"394","Little skate","Georges Bank / Southern New England","com_catch_5yr","Socioeconomic","mean of 2014 - 2019",9831720.8,"24",53,5,0.685714285714286,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"395","Little skate","Georges Bank / Southern New England","com_catch_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.464947915490201,"10",52,5,0.277777777777778,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"396","Little skate","Georges Bank / Southern New England","revenue_max","Socioeconomic","2016",1349552.81401348,"9",54,5,0.25,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"397","Little skate","Georges Bank / Southern New England","revenue_5yr","Socioeconomic","mean of 2014 - 2019",1154135.23776478,"12",53,5,0.342857142857143,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"398","Little skate","Georges Bank / Southern New England","revenue_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.620274058704247,"16",52,5,0.444444444444444,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"399","Little skate","Georges Bank / Southern New England","climate_vulnerability","Population","Hare et al. 2016",1,"1 (dense rank)",52,5,0.25,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"400","Little skate","Georges Bank / Southern New England","habitat_vulnerability","Habitat","ecodata",1,"1 (dense rank)",17,5,0.25,9.01004904548664,3,55,"Little skate - Georges Bank / Southern New England","Little skate, 9.01"
"401","Monkfish","Gulf of Maine / Northern Georges Bank","bbmsy","Population","2013",1.31299996376038,"12",41,3,0.292682926829268,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"402","Monkfish","Gulf of Maine / Northern Georges Bank","ffmsy","Socioeconomic","2013",0.181999996304512,"6",36,3,0.166666666666667,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"403","Monkfish","Gulf of Maine / Northern Georges Bank","asmt_catch","Socioeconomic","2003",16203,"21",40,3,0.525,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"404","Monkfish","Gulf of Maine / Northern Georges Bank","recruitment","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.438038735943609,"11",23,3,0.478260869565217,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"405","Monkfish","Gulf of Maine / Northern Georges Bank","asmt_abundance","Population","magnitude of % change, mean of 2009 - 2019 vs historic",NA,"5",7,3,0.714285714285714,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"406","Monkfish","Gulf of Maine / Northern Georges Bank","asmt_biomass","Population","magnitude of % change, mean of 2009 - 2019 vs historic",1.30873569366441,"31",36,3,0.861111111111111,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"407","Monkfish","Gulf of Maine / Northern Georges Bank","biomass_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.800537303118364,"40",51,3,0.784313725490196,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"408","Monkfish","Gulf of Maine / Northern Georges Bank","biomass_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",0.724089936389395,"35",51,3,0.686274509803922,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"409","Monkfish","Gulf of Maine / Northern Georges Bank","abundance_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.338387096774194,"21",51,3,0.411764705882353,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"410","Monkfish","Gulf of Maine / Northern Georges Bank","abundance_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",0.487710585560484,"23",51,3,0.450980392156863,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"411","Monkfish","Gulf of Maine / Northern Georges Bank","avg_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.337521344367117,"50",51,3,0.980392156862745,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"412","Monkfish","Gulf of Maine / Northern Georges Bank","avg_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.202029357965845,"46",51,3,0.901960784313726,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"413","Monkfish","Gulf of Maine / Northern Georges Bank","max_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.0657242279251848,"22",51,3,0.431372549019608,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"414","Monkfish","Gulf of Maine / Northern Georges Bank","max_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.0679735437086619,"20",51,3,0.392156862745098,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"415","Monkfish","Gulf of Maine / Northern Georges Bank","NRCC_ranking","Management","NRCC_risk_assessment",2.076666667,"17",43,3,0.386363636363636,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"416","Monkfish","Gulf of Maine / Northern Georges Bank","diet","Biological","all time",12,"4",45,3,0.363636363636364,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"417","Monkfish","Gulf of Maine / Northern Georges Bank","rec_catch","Socioeconomic","mean of 2014 - 2019",18518.6,"13",38,3,0.40625,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"418","Monkfish","Gulf of Maine / Northern Georges Bank","com_catch_max","Socioeconomic","1997",60609429,"28",54,3,0.777777777777778,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"419","Monkfish","Gulf of Maine / Northern Georges Bank","com_catch_5yr","Socioeconomic","mean of 2014 - 2019",21715450.2,"33",53,3,0.942857142857143,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"420","Monkfish","Gulf of Maine / Northern Georges Bank","com_catch_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.203908385101229,"2",52,3,0.0555555555555556,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"421","Monkfish","Gulf of Maine / Northern Georges Bank","revenue_max","Socioeconomic","2000",77823809.915719,"30",54,3,0.833333333333333,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"422","Monkfish","Gulf of Maine / Northern Georges Bank","revenue_5yr","Socioeconomic","mean of 2014 - 2019",18097120.5654632,"32",53,3,0.914285714285714,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"423","Monkfish","Gulf of Maine / Northern Georges Bank","revenue_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.150747267684554,"4",52,3,0.111111111111111,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"424","Monkfish","Gulf of Maine / Northern Georges Bank","climate_vulnerability","Population","Hare et al. 2016",1,"1 (dense rank)",52,3,0.25,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"425","Monkfish","Gulf of Maine / Northern Georges Bank","habitat_vulnerability","Habitat",NA,NA,NA,NA,3,0.5,13.6183936096531,33,55,"Monkfish - Gulf of Maine / Northern Georges Bank","Monkfish, 13.62"
"426","Monkfish","Southern Georges Bank / Mid","bbmsy","Population","2013",1.54999995231628,"9",41,3,0.219512195121951,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"427","Monkfish","Southern Georges Bank / Mid","ffmsy","Socioeconomic","2013",0.296999990940094,"13",36,3,0.361111111111111,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"428","Monkfish","Southern Georges Bank / Mid","asmt_catch","Socioeconomic","1998",20568,"25",40,3,0.625,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"429","Monkfish","Southern Georges Bank / Mid","recruitment","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.348688686052815,"6",23,3,0.260869565217391,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"430","Monkfish","Southern Georges Bank / Mid","asmt_abundance","Population","magnitude of % change, mean of 2009 - 2019 vs historic",NA,"6",7,3,0.857142857142857,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"431","Monkfish","Southern Georges Bank / Mid","asmt_biomass","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.595000485625486,"21",36,3,0.583333333333333,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"432","Monkfish","Southern Georges Bank / Mid","biomass_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.849910682695393,"42",51,3,0.823529411764706,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"433","Monkfish","Southern Georges Bank / Mid","biomass_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",0.740586347585801,"36",51,3,0.705882352941177,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"434","Monkfish","Southern Georges Bank / Mid","abundance_fall","Population","magnitude of % change, mean of 2009 - 2019 vs historic",0.636954047075047,"36",51,3,0.705882352941177,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"435","Monkfish","Southern Georges Bank / Mid","abundance_spring","Population","magnitude of % change, mean of 2010 - 2020 vs historic",0.522565761696196,"26",51,3,0.509803921568627,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"436","Monkfish","Southern Georges Bank / Mid","avg_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.156430847849766,"42",51,3,0.823529411764706,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"437","Monkfish","Southern Georges Bank / Mid","avg_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.0811543865611124,"24",51,3,0.470588235294118,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"438","Monkfish","Southern Georges Bank / Mid","max_length_fall","Biological","magnitude of % change, mean of 2009 - 2019 vs historic",0.129117647058824,"40",51,3,0.784313725490196,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"439","Monkfish","Southern Georges Bank / Mid","max_length_spring","Biological","magnitude of % change, mean of 2010 - 2020 vs historic",0.0865451822266601,"27",51,3,0.529411764705882,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"440","Monkfish","Southern Georges Bank / Mid","NRCC_ranking","Management","NRCC_risk_assessment",2.176666667,"24",43,3,0.545454545454545,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"441","Monkfish","Southern Georges Bank / Mid","diet","Biological","all time",12,"4",45,3,0.363636363636364,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"442","Monkfish","Southern Georges Bank / Mid","rec_catch","Socioeconomic","mean of 2014 - 2019",18518.6,"13",38,3,0.40625,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"443","Monkfish","Southern Georges Bank / Mid","com_catch_max","Socioeconomic","1997",60609429,"28",54,3,0.777777777777778,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"444","Monkfish","Southern Georges Bank / Mid","com_catch_5yr","Socioeconomic","mean of 2014 - 2019",21715450.2,"33",53,3,0.942857142857143,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"445","Monkfish","Southern Georges Bank / Mid","com_catch_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.203908385101229,"2",52,3,0.0555555555555556,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"446","Monkfish","Southern Georges Bank / Mid","revenue_max","Socioeconomic","2000",77823809.915719,"30",54,3,0.833333333333333,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"447","Monkfish","Southern Georges Bank / Mid","revenue_5yr","Socioeconomic","mean of 2014 - 2019",18097120.5654632,"32",53,3,0.914285714285714,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"448","Monkfish","Southern Georges Bank / Mid","revenue_hist","Socioeconomic","magnitude of % change, mean of 2009 - 2019 vs historic",0.150747267684554,"4",52,3,0.111111111111111,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"449","Monkfish","Southern Georges Bank / Mid","climate_vulnerability","Population","Hare et al. 2016",1,"1 (dense rank)",52,3,0.25,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"450","Monkfish","Southern Georges Bank / Mid","habitat_vulnerability","Habitat",NA,NA,NA,NA,3,0.5,13.9601717824088,37,55,"Monkfish - Southern Georges Bank / Mid","Monkfish, 13.96"
"451","Ocean pout","Atlantic","bbmsy","Population","2017",0.0450000017881393,"39",41,8,0.951219512195122,15.0286683705263,48,55,"Ocean pout - Atlantic","Ocean pout, 15.03"
"452","Ocean pout","Atlantic","ffmsy","Socioeconomic","2017",0.291000008583069,"12",36,8,0.333333333333333,15.0286683705263,48,55,"Ocean pout - Atlantic","Ocean pout, 15.03"
