"Species","Region","Year","Value","Metric","Description","Units","AssessmentYear","Age","Category"
"Scup","Atlantic Coast",2002,95400001.5258789,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",2003,85099998.4741211,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",2004,134300003.051758,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",2005,148699996.948242,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",2006,183699996.948242,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",2007,172399993.896484,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",2008,214899993.896484,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",2009,98800003.0517578,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",2010,96900001.5258789,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",2011,153899993.896484,"Recruitment","Abundance, Age 0 (Mean)","Number",2012,"Age 0","Other"
"Scup","Atlantic Coast",1984,19567,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1985,18439,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1986,16951,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1987,14236,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1988,10102,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1989,8425,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1990,9132,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1991,8539,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1992,7471,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1993,6097,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1994,4463,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1995,4020,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1996,5133,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1997,5838,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1998,6425,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1999,10432,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",2000,20236,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",2001,41682,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",2002,68127,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",2003,90781,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",2004,102029,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",2005,113589,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",2006,121126,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",2007,134119,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",2008,160702,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",2009,163213,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",2010,189387,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",2011,190424,"Biomass","Mature Biomass (Mean)","Metric Tons",2012,"No age","Mature"
"Scup","Atlantic Coast",1984,11053,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1985,13729,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1986,14532,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1987,11662,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1988,9567,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1989,8773,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1990,10396,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1991,14357,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1992,13975,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1993,7640,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1994,6428,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1995,5752,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1996,5465,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1997,4582,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1998,5638,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1999,7186,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",2000,6083,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",2001,5326,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",2002,10590,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",2003,10564,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",2004,7181,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",2005,6308,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",2006,7173,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",2007,8026,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",2008,7360,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",2009,6917,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",2010,9877,"Catch","Reported Catch, Total (Mean)","Metric Tons",2011,"No age","Other"
"Scup","Atlantic Coast",1984,0.540000021457672,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1985,0.600000023841858,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1986,0.75,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1987,0.699999988079071,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1988,0.740000009536743,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1989,0.709999978542328,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1990,0.680000007152557,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1991,1.05999994277954,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1992,1.12000000476837,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1993,1.07000005245209,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1994,1.10000002384186,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1995,0.879999995231628,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1996,0.699999988079071,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1997,0.469999998807907,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1998,0.379999995231628,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1999,0.239999994635582,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",2000,0.170000001788139,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",2001,0.0900000035762787,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",2002,0.100000001490116,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",2003,0.100000001490116,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",2004,0.0599999986588955,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",2005,0.0500000007450581,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",2006,0.0500000007450581,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",2007,0.0500000007450581,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",2008,0.0500000007450581,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",2009,0.0299999993294477,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",2010,0.0399999991059303,"Fmort","Mean F Age 2+","Rate",2011,"No age","Other"
"Scup","Atlantic Coast",1984,1.08e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1985,7.3e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1986,6e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1987,5.5e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1988,1e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1989,5.9e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1990,1.18e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1991,1.06e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1992,4.1e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1993,4.4e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1994,7.7e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1995,3.6e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1996,2.3e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1997,8.1e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1998,1.04e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1999,2.04e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",2000,2.22e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",2001,1.42e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",2002,9.3e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",2003,8.4e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",2004,1.33e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",2005,1.46e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",2006,1.73e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",2007,1.6e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",2008,2.12e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",2009,8.8e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",2010,4.4e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2011,"Age 0","Other"
"Scup","Atlantic Coast",1984,18142,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1985,16963,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1986,15783,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1987,13283,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1988,9551,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1989,8056,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1990,8828,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1991,8360,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1992,7353,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1993,5985,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1994,4389,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1995,3959,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1996,5063,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1997,5794,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1998,6410,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1999,10412,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",2000,20242,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",2001,41657,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",2002,68049,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",2003,90745,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",2004,102611,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",2005,114758,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",2006,122199,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",2007,135098,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",2008,160655,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",2009,161332,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",2010,186262,"Biomass","Mature Biomass (Mean)","Metric Tons",2011,"No age","Mature"
"Scup","Atlantic Coast",1984,11053,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1985,13729,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1986,14532,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1987,11662,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1988,9567,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1989,8773,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1990,10396,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1991,14357,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1992,13975,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1993,7640,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1994,6428,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1995,5752,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1996,5465,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1997,4582,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1998,5638,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1999,7186,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",2000,6083,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",2001,5326,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",2002,10590,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",2003,10564,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",2004,7181,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",2005,6308,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",2006,7173,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",2007,8026,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",2008,7360,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",2009,6918,"Catch","Reported Catch, Total (Mean)","Metric Tons",2010,"No age","Other"
"Scup","Atlantic Coast",1984,0.569000005722046,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1985,0.642000019550323,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1986,0.790000021457672,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1987,0.735000014305115,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1988,0.764999985694885,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1989,0.739000022411346,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1990,0.690999984741211,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1991,1.05099999904633,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1992,1.12300002574921,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1993,1.01800000667572,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1994,1.05799996852875,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1995,0.864000022411346,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1996,0.691999971866608,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1997,0.476000010967255,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1998,0.367000013589859,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1999,0.248999997973442,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",2000,0.175999999046326,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",2001,0.0970000028610229,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",2002,0.101999998092651,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",2003,0.104000002145767,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",2004,0.0670000016689301,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",2005,0.0529999993741512,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",2006,0.0549999997019768,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",2007,0.0560000017285347,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",2008,0.0540000014007092,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",2009,0.0430000014603138,"Fmort","Mean F Age 2+","Rate",2010,"No age","Other"
"Scup","Atlantic Coast",1984,1.02e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1985,7.7e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1986,65099998.4741211,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1987,55799999.2370605,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1988,109099998.474121,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1989,59400001.5258789,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1990,118599998.474121,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1991,109400001.525879,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1992,42799999.2370605,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1993,40299999.2370605,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1994,7.5e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1995,3.6e+07,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1996,21200000.7629395,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1997,74500000,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1998,103599998.474121,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1999,206600006.103516,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",2000,184199996.948242,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",2001,148600006.103516,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",2002,88400001.5258789,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",2003,88300003.0517578,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",2004,137600006.103516,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",2005,1.44e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",2006,163100006.103516,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",2007,141399993.896484,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",2008,1.64e+08,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",2009,140300003.051758,"Recruitment","Abundance, Age 0 (Mean)","Number",2010,"Age 0","Other"
"Scup","Atlantic Coast",1984,16568,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1985,15631,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1986,14835,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1987,12247,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1988,9595,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1989,8231,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1990,9401,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1991,9057,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1992,7779,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1993,6727,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1994,5121,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
"Scup","Atlantic Coast",1995,4397,"Biomass","Mature Biomass (Mean)","Metric Tons",2010,"No age","Mature"
